START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#12   | STANDARD PLATED STEEL     |      9 |          519 |
| Brand#13   | LARGE BRUSHED STEEL       |     32 |          519 |
| Brand#15   | ECONOMY ANODIZED STEEL    |     29 |          519 |
| Brand#15   | ECONOMY PLATED COPPER     |     32 |          519 |
| Brand#21   | ECONOMY ANODIZED BRASS    |      9 |          519 |
| Brand#24   | LARGE BURNISHED STEEL     |     33 |          519 |
| Brand#32   | SMALL POLISHED NICKEL     |     48 |          519 |
| Brand#32   | STANDARD BRUSHED BRASS    |     29 |          519 |
| Brand#33   | SMALL ANODIZED STEEL      |     43 |          519 |
| Brand#34   | ECONOMY PLATED STEEL      |     29 |          519 |
| Brand#34   | LARGE BRUSHED TIN         |     43 |          519 |
| Brand#35   | LARGE PLATED BRASS        |     48 |          519 |
| Brand#41   | ECONOMY BRUSHED COPPER    |      9 |          519 |
| Brand#43   | MEDIUM BURNISHED STEEL    |     48 |          519 |
| Brand#45   | STANDARD POLISHED STEEL   |      9 |          519 |
| Brand#51   | MEDIUM POLISHED TIN       |     43 |          519 |
| Brand#53   | ECONOMY POLISHED COPPER   |     46 |          519 |
| Brand#54   | ECONOMY BURNISHED NICKEL  |     46 |          519 |
| Brand#54   | PROMO PLATED STEEL        |     29 |          519 |
| Brand#12   | MEDIUM ANODIZED TIN       |     29 |          518 |
| Brand#13   | MEDIUM POLISHED STEEL     |     29 |          518 |
| Brand#24   | ECONOMY PLATED NICKEL     |     29 |          518 |
| Brand#42   | SMALL ANODIZED COPPER     |     33 |          518 |
| Brand#52   | ECONOMY POLISHED NICKEL   |     33 |          518 |
| Brand#52   | STANDARD BURNISHED TIN    |     33 |          517 |
| Brand#12   | MEDIUM ANODIZED COPPER    |     29 |          516 |
| Brand#12   | MEDIUM BRUSHED TIN        |     29 |          516 |
| Brand#12   | MEDIUM BURNISHED NICKEL   |     46 |          516 |
| Brand#12   | MEDIUM PLATED NICKEL      |      9 |          516 |
| Brand#13   | ECONOMY PLATED STEEL      |     43 |          516 |
| Brand#13   | LARGE ANODIZED STEEL      |     48 |          516 |
| Brand#13   | SMALL ANODIZED COPPER     |     32 |          516 |
| Brand#14   | ECONOMY BRUSHED STEEL     |     18 |          516 |
| Brand#14   | LARGE ANODIZED STEEL      |      9 |          516 |
| Brand#14   | MEDIUM PLATED NICKEL      |     43 |          516 |
| Brand#14   | PROMO BURNISHED TIN       |     29 |          516 |
| Brand#15   | MEDIUM POLISHED STEEL     |     48 |          516 |
| Brand#15   | SMALL ANODIZED COPPER     |     33 |          516 |
| Brand#15   | SMALL BURNISHED TIN       |     29 |          516 |
| Brand#21   | ECONOMY BRUSHED NICKEL    |     43 |          516 |
| Brand#21   | ECONOMY BURNISHED STEEL   |     32 |          516 |
| Brand#21   | LARGE BRUSHED BRASS       |     43 |          516 |
| Brand#21   | PROMO ANODIZED BRASS      |     18 |          516 |
| Brand#21   | PROMO POLISHED STEEL      |     33 |          516 |
| Brand#21   | SMALL PLATED TIN          |     43 |          516 |
| Brand#22   | MEDIUM POLISHED BRASS     |      9 |          516 |
| Brand#22   | MEDIUM POLISHED NICKEL    |     48 |          516 |
| Brand#22   | SMALL BRUSHED TIN         |      9 |          516 |
| Brand#23   | MEDIUM ANODIZED STEEL     |     33 |          516 |
| Brand#23   | PROMO BRUSHED TIN         |     48 |          516 |
| Brand#23   | SMALL PLATED COPPER       |     32 |          516 |
| Brand#24   | PROMO BRUSHED BRASS       |     18 |          516 |
| Brand#24   | PROMO BRUSHED NICKEL      |     29 |          516 |
| Brand#24   | PROMO POLISHED NICKEL     |     32 |          516 |
| Brand#25   | LARGE BURNISHED BRASS     |     33 |          516 |
| Brand#25   | MEDIUM BURNISHED BRASS    |     43 |          516 |
| Brand#25   | MEDIUM BURNISHED TIN      |     29 |          516 |
| Brand#25   | STANDARD BRUSHED TIN      |     18 |          516 |
| Brand#32   | PROMO ANODIZED NICKEL     |     33 |          516 |
| Brand#32   | SMALL ANODIZED COPPER     |     18 |          516 |
| Brand#32   | STANDARD BURNISHED COPPER |     48 |          516 |
| Brand#32   | STANDARD PLATED COPPER    |     29 |          516 |
| Brand#33   | ECONOMY ANODIZED BRASS    |     29 |          516 |
| Brand#33   | LARGE PLATED COPPER       |     43 |          516 |
| Brand#33   | SMALL BRUSHED NICKEL      |     43 |          516 |
| Brand#33   | SMALL POLISHED STEEL      |     29 |          516 |
| Brand#33   | SMALL POLISHED TIN        |      9 |          516 |
| Brand#33   | STANDARD POLISHED STEEL   |     33 |          516 |
| Brand#34   | MEDIUM ANODIZED BRASS     |     48 |          516 |
| Brand#34   | STANDARD BRUSHED BRASS    |     32 |          516 |
| Brand#35   | ECONOMY POLISHED NICKEL   |     18 |          516 |
| Brand#35   | LARGE ANODIZED COPPER     |     18 |          516 |
| Brand#35   | SMALL BURNISHED TIN       |     46 |          516 |
| Brand#41   | LARGE BURNISHED NICKEL    |     29 |          516 |
| Brand#41   | MEDIUM BURNISHED TIN      |      9 |          516 |
| Brand#41   | SMALL ANODIZED NICKEL     |      9 |          516 |
| Brand#41   | STANDARD ANODIZED TIN     |     18 |          516 |
| Brand#42   | PROMO BURNISHED STEEL     |     46 |          516 |
| Brand#42   | SMALL BRUSHED NICKEL      |      9 |          516 |
| Brand#42   | SMALL POLISHED NICKEL     |      9 |          516 |
| Brand#42   | STANDARD ANODIZED NICKEL  |     43 |          516 |
| Brand#43   | ECONOMY ANODIZED NICKEL   |     29 |          516 |
| Brand#43   | PROMO PLATED BRASS        |     18 |          516 |
| Brand#43   | SMALL ANODIZED COPPER     |     43 |          516 |
| Brand#43   | SMALL PLATED NICKEL       |     48 |          516 |
| Brand#44   | PROMO BURNISHED TIN       |     48 |          516 |
| Brand#44   | STANDARD POLISHED STEEL   |     32 |          516 |
| Brand#45   | ECONOMY BURNISHED NICKEL  |     43 |          516 |
| Brand#45   | ECONOMY BURNISHED TIN     |     18 |          516 |
| Brand#45   | ECONOMY POLISHED BRASS    |     43 |          516 |
| Brand#52   | PROMO POLISHED TIN        |     46 |          516 |
| Brand#52   | SMALL POLISHED COPPER     |     29 |          516 |
| Brand#52   | STANDARD ANODIZED TIN     |     29 |          516 |
| Brand#53   | ECONOMY BURNISHED TIN     |     33 |          516 |
| Brand#53   | MEDIUM POLISHED BRASS     |     33 |          516 |
| Brand#53   | PROMO BRUSHED NICKEL      |     48 |          516 |
| Brand#53   | STANDARD BURNISHED NICKEL |     46 |          516 |
| Brand#53   | STANDARD POLISHED STEEL   |     48 |          516 |
| Brand#54   | ECONOMY BURNISHED NICKEL  |     33 |          516 |
| Brand#54   | PROMO BRUSHED STEEL       |      9 |          516 |
| Brand#54   | STANDARD BRUSHED BRASS    |     29 |          516 |
| Brand#54   | STANDARD BRUSHED COPPER   |     32 |          516 |
| Brand#55   | ECONOMY BRUSHED STEEL     |     29 |          516 |
| Brand#55   | MEDIUM ANODIZED NICKEL    |     43 |          516 |
| Brand#55   | SMALL POLISHED NICKEL     |      9 |          516 |
| Brand#11   | MEDIUM POLISHED NICKEL    |     46 |          515 |
| Brand#11   | STANDARD PLATED STEEL     |     32 |          515 |
| Brand#12   | STANDARD PLATED NICKEL    |     43 |          515 |
| Brand#14   | SMALL BRUSHED STEEL       |     33 |          515 |
| Brand#15   | LARGE ANODIZED TIN        |     18 |          515 |
| Brand#23   | ECONOMY BRUSHED BRASS     |     48 |          515 |
| Brand#23   | ECONOMY BRUSHED TIN       |     18 |          515 |
| Brand#23   | MEDIUM ANODIZED TIN       |     18 |          515 |
| Brand#24   | PROMO BRUSHED COPPER      |     43 |          515 |
| Brand#24   | PROMO POLISHED TIN        |     46 |          515 |
| Brand#25   | PROMO PLATED STEEL        |      9 |          515 |
| Brand#34   | LARGE BRUSHED NICKEL      |     43 |          515 |
| Brand#34   | PROMO BURNISHED TIN       |     18 |          515 |
| Brand#35   | MEDIUM BRUSHED STEEL      |      9 |          515 |
| Brand#35   | MEDIUM PLATED NICKEL      |     18 |          515 |
| Brand#35   | PROMO ANODIZED STEEL      |     43 |          515 |
| Brand#35   | STANDARD PLATED BRASS     |     33 |          515 |
| Brand#41   | ECONOMY BURNISHED NICKEL  |     18 |          515 |
| Brand#43   | MEDIUM BURNISHED COPPER   |     48 |          515 |
| Brand#43   | STANDARD PLATED BRASS     |     18 |          515 |
| Brand#44   | MEDIUM POLISHED BRASS     |     32 |          515 |
| Brand#44   | STANDARD PLATED NICKEL    |     43 |          515 |
| Brand#51   | LARGE BRUSHED COPPER      |      9 |          515 |
| Brand#54   | LARGE BURNISHED COPPER    |     33 |          515 |
| Brand#54   | PROMO ANODIZED TIN        |     48 |          515 |
| Brand#55   | MEDIUM POLISHED NICKEL    |      9 |          515 |
| Brand#55   | STANDARD BURNISHED COPPER |     32 |          515 |
| Brand#14   | ECONOMY BURNISHED TIN     |     48 |          514 |
| Brand#15   | LARGE BURNISHED STEEL     |     33 |          514 |
| Brand#23   | LARGE ANODIZED BRASS      |     18 |          514 |
| Brand#25   | ECONOMY POLISHED COPPER   |     48 |          514 |
| Brand#32   | LARGE PLATED STEEL        |     29 |          514 |
| Brand#35   | MEDIUM BURNISHED TIN      |      9 |          514 |
| Brand#55   | STANDARD BRUSHED COPPER   |      9 |          514 |
| Brand#52   | LARGE BRUSHED TIN         |     32 |          513 |
| Brand#11   | PROMO PLATED TIN          |     46 |          512 |
| Brand#11   | STANDARD POLISHED TIN     |     46 |          512 |
| Brand#12   | PROMO POLISHED STEEL      |     29 |          512 |
| Brand#13   | ECONOMY ANODIZED TIN      |     33 |          512 |
| Brand#13   | STANDARD BRUSHED TIN      |     18 |          512 |
| Brand#14   | MEDIUM BRUSHED COPPER     |     29 |          512 |
| Brand#14   | PROMO ANODIZED TIN        |     32 |          512 |
| Brand#14   | PROMO PLATED TIN          |     43 |          512 |
| Brand#14   | PROMO POLISHED BRASS      |     18 |          512 |
| Brand#14   | PROMO POLISHED COPPER     |     29 |          512 |
| Brand#14   | STANDARD ANODIZED COPPER  |      9 |          512 |
| Brand#15   | PROMO BRUSHED STEEL       |     48 |          512 |
| Brand#15   | STANDARD POLISHED BRASS   |     18 |          512 |
| Brand#21   | MEDIUM POLISHED TIN       |     29 |          512 |
| Brand#22   | MEDIUM BRUSHED TIN        |     29 |          512 |
| Brand#22   | SMALL ANODIZED STEEL      |     46 |          512 |
| Brand#23   | ECONOMY ANODIZED TIN      |     43 |          512 |
| Brand#23   | ECONOMY PLATED TIN        |      9 |          512 |
| Brand#23   | MEDIUM POLISHED BRASS     |     29 |          512 |
| Brand#23   | PROMO BRUSHED BRASS       |     18 |          512 |
| Brand#24   | LARGE ANODIZED STEEL      |     48 |          512 |
| Brand#24   | PROMO PLATED NICKEL       |     33 |          512 |
| Brand#24   | PROMO PLATED TIN          |     29 |          512 |
| Brand#24   | STANDARD BRUSHED NICKEL   |     48 |          512 |
| Brand#25   | ECONOMY PLATED BRASS      |      9 |          512 |
| Brand#25   | LARGE PLATED COPPER       |     32 |          512 |
| Brand#25   | SMALL BRUSHED COPPER      |     33 |          512 |
| Brand#25   | SMALL BURNISHED BRASS     |     43 |          512 |
| Brand#32   | ECONOMY BRUSHED COPPER    |     33 |          512 |
| Brand#32   | ECONOMY PLATED STEEL      |     29 |          512 |
| Brand#32   | MEDIUM POLISHED COPPER    |     18 |          512 |
| Brand#32   | STANDARD POLISHED BRASS   |     32 |          512 |
| Brand#33   | ECONOMY POLISHED COPPER   |     29 |          512 |
| Brand#33   | LARGE ANODIZED BRASS      |     46 |          512 |
| Brand#33   | MEDIUM PLATED NICKEL      |     48 |          512 |
| Brand#33   | MEDIUM POLISHED TIN       |     32 |          512 |
| Brand#33   | SMALL ANODIZED COPPER     |     32 |          512 |
| Brand#34   | MEDIUM ANODIZED BRASS     |     43 |          512 |
| Brand#34   | MEDIUM PLATED NICKEL      |     48 |          512 |
| Brand#34   | MEDIUM POLISHED NICKEL    |     43 |          512 |
| Brand#34   | PROMO POLISHED TIN        |     29 |          512 |
| Brand#34   | STANDARD PLATED COPPER    |     46 |          512 |
| Brand#35   | LARGE BRUSHED BRASS       |     43 |          512 |
| Brand#35   | LARGE BURNISHED STEEL     |     18 |          512 |
| Brand#35   | LARGE PLATED STEEL        |     18 |          512 |
| Brand#35   | MEDIUM BRUSHED NICKEL     |     43 |          512 |
| Brand#35   | PROMO BURNISHED COPPER    |     33 |          512 |
| Brand#35   | STANDARD PLATED BRASS     |     46 |          512 |
| Brand#41   | MEDIUM ANODIZED TIN       |     48 |          512 |
| Brand#41   | MEDIUM BURNISHED NICKEL   |     43 |          512 |
| Brand#41   | PROMO ANODIZED TIN        |     43 |          512 |
| Brand#41   | SMALL BURNISHED BRASS     |     18 |          512 |
| Brand#42   | ECONOMY BRUSHED BRASS     |     46 |          512 |
| Brand#42   | LARGE BRUSHED TIN         |     33 |          512 |
| Brand#42   | STANDARD PLATED NICKEL    |     29 |          512 |
| Brand#44   | LARGE BRUSHED BRASS       |     29 |          512 |
| Brand#44   | PROMO BRUSHED STEEL       |      9 |          512 |
| Brand#44   | SMALL POLISHED COPPER     |     33 |          512 |
| Brand#44   | SMALL POLISHED NICKEL     |     43 |          512 |
| Brand#44   | STANDARD BURNISHED STEEL  |      9 |          512 |
| Brand#45   | MEDIUM PLATED STEEL       |      9 |          512 |
| Brand#45   | SMALL ANODIZED NICKEL     |     29 |          512 |
| Brand#45   | STANDARD BRUSHED COPPER   |     43 |          512 |
| Brand#51   | ECONOMY POLISHED NICKEL   |     48 |          512 |
| Brand#51   | MEDIUM BURNISHED BRASS    |     43 |          512 |
| Brand#51   | PROMO BRUSHED NICKEL      |      9 |          512 |
| Brand#51   | SMALL BRUSHED STEEL       |     46 |          512 |
| Brand#52   | SMALL ANODIZED COPPER     |     18 |          512 |
| Brand#52   | SMALL ANODIZED TIN        |     46 |          512 |
| Brand#52   | STANDARD PLATED STEEL     |     48 |          512 |
| Brand#53   | LARGE PLATED NICKEL       |     48 |          512 |
| Brand#53   | MEDIUM BRUSHED BRASS      |     46 |          512 |
| Brand#53   | PROMO ANODIZED STEEL      |     46 |          512 |
| Brand#53   | SMALL POLISHED NICKEL     |     29 |          512 |
| Brand#53   | STANDARD ANODIZED BRASS   |      9 |          512 |
| Brand#54   | ECONOMY BURNISHED TIN     |      9 |          512 |
| Brand#54   | PROMO ANODIZED TIN        |     29 |          512 |
| Brand#54   | SMALL PLATED NICKEL       |     33 |          512 |
| Brand#54   | SMALL POLISHED NICKEL     |     46 |          512 |
| Brand#54   | STANDARD BRUSHED BRASS    |     33 |          512 |
| Brand#55   | LARGE BRUSHED COPPER      |      9 |          512 |
| Brand#55   | STANDARD PLATED BRASS     |     43 |          512 |
| Brand#55   | STANDARD PLATED NICKEL    |     46 |          512 |
| Brand#11   | LARGE PLATED COPPER       |     46 |          511 |
| Brand#11   | MEDIUM BURNISHED COPPER   |     32 |          511 |
| Brand#12   | ECONOMY BURNISHED TIN     |     43 |          511 |
| Brand#13   | MEDIUM BURNISHED TIN      |     32 |          511 |
| Brand#13   | SMALL POLISHED STEEL      |     32 |          511 |
| Brand#14   | PROMO PLATED TIN          |     46 |          511 |
| Brand#15   | PROMO POLISHED NICKEL     |     33 |          511 |
| Brand#22   | LARGE BRUSHED STEEL       |     29 |          511 |
| Brand#22   | STANDARD BURNISHED BRASS  |     32 |          511 |
| Brand#23   | ECONOMY PLATED BRASS      |     46 |          511 |
| Brand#23   | MEDIUM PLATED COPPER      |     48 |          511 |
| Brand#23   | STANDARD BURNISHED STEEL  |     33 |          511 |
| Brand#24   | LARGE PLATED STEEL        |     29 |          511 |
| Brand#24   | PROMO PLATED BRASS        |     43 |          511 |
| Brand#24   | PROMO PLATED TIN          |      9 |          511 |
| Brand#25   | STANDARD POLISHED BRASS   |     29 |          511 |
| Brand#32   | ECONOMY POLISHED COPPER   |     48 |          511 |
| Brand#32   | PROMO BRUSHED TIN         |      9 |          511 |
| Brand#32   | STANDARD BURNISHED BRASS  |     18 |          511 |
| Brand#32   | STANDARD POLISHED NICKEL  |     48 |          511 |
| Brand#34   | ECONOMY POLISHED TIN      |     43 |          511 |
| Brand#41   | ECONOMY PLATED COPPER     |     43 |          511 |
| Brand#41   | PROMO ANODIZED STEEL      |     33 |          511 |
| Brand#41   | PROMO PLATED STEEL        |      9 |          511 |
| Brand#41   | STANDARD BRUSHED COPPER   |     46 |          511 |
| Brand#42   | LARGE ANODIZED NICKEL     |     18 |          511 |
| Brand#42   | PROMO ANODIZED STEEL      |     33 |          511 |
| Brand#42   | SMALL BRUSHED NICKEL      |     32 |          511 |
| Brand#42   | SMALL BURNISHED NICKEL    |     18 |          511 |
| Brand#43   | ECONOMY BRUSHED COPPER    |     48 |          511 |
| Brand#43   | STANDARD POLISHED STEEL   |     18 |          511 |
| Brand#44   | PROMO BRUSHED BRASS       |     48 |          511 |
| Brand#54   | ECONOMY PLATED COPPER     |     43 |          511 |
| Brand#54   | MEDIUM BRUSHED TIN        |     18 |          511 |
| Brand#54   | SMALL BURNISHED STEEL     |     32 |          511 |
| Brand#55   | STANDARD ANODIZED COPPER  |     46 |          511 |
| Brand#21   | STANDARD ANODIZED STEEL   |     48 |          510 |
| Brand#23   | MEDIUM PLATED BRASS       |     43 |          510 |
| Brand#24   | PROMO ANODIZED STEEL      |     43 |          510 |
| Brand#24   | STANDARD PLATED COPPER    |     43 |          510 |
| Brand#32   | STANDARD BRUSHED COPPER   |     32 |          510 |
| Brand#41   | ECONOMY BRUSHED NICKEL    |     29 |          510 |
| Brand#41   | STANDARD BRUSHED COPPER   |     18 |          510 |
| Brand#53   | LARGE BRUSHED TIN         |     18 |          510 |
| Brand#11   | ECONOMY BURNISHED NICKEL  |     32 |          508 |
| Brand#11   | LARGE PLATED BRASS        |     43 |          508 |
